Full_Date,Year,Month,Date,Day,Holiday_Name,Is_Holiday,Is_Public_Holiday,Is_Bank_Holiday,Is_Mercantile_Holiday,Is_Poya_Day,Is_Weekend
2010-08-12,2010,August,12,Thursday,N/A,False,False,False,False,False,False
2010-08-13,2010,August,13,Friday,N/A,False,False,False,False,False,False
2010-08-14,2010,August,14,Saturday,N/A,True,False,True,False,False,True
2010-08-15,2010,August,15,Sunday,N/A,True,False,True,False,False,True
2010-08-16,2010,August,16,Monday,N/A,False,False,False,False,False,False
2010-08-17,2010,August,17,Tuesday,N/A,False,False,False,False,False,False
2010-08-18,2010,August,18,Wednesday,N/A,False,False,False,False,False,False
2010-08-19,2010,August,19,Thursday,N/A,False,False,False,False,False,False
2010-08-20,2010,August,20,Friday,N/A,False,False,False,False,False,False
2010-08-21,2010,August,21,Saturday,N/A,True,False,True,False,False,True
2010-08-22,2010,August,22,Sunday,N/A,True,False,True,False,False,True
2010-08-23,2010,August,23,Monday,N/A,False,False,False,False,False,False
2010-08-24,2010,August,24,Tuesday,N/A,False,False,False,False,False,False
2010-08-25,2010,August,25,Wednesday,N/A,False,False,False,False,False,False
2010-08-26,2010,August,26,Thursday,N/A,False,False,False,False,False,False
2010-08-27,2010,August,27,Friday,N/A,False,False,False,False,False,False
2010-08-28,2010,August,28,Saturday,N/A,True,False,True,False,False,True
2010-08-29,2010,August,29,Sunday,N/A,True,False,True,False,False,True
2010-08-30,2010,August,30,Monday,N/A,False,False,False,False,False,False
2010-08-31,2010,August,31,Tuesday,N/A,False,False,False,False,False,False
2010-09-01,2010,September,1,Wednesday,N/A,False,False,False,False,False,False
2010-09-02,2010,September,2,Thursday,N/A,False,False,False,False,False,False
2010-09-03,2010,September,3,Friday,N/A,False,False,False,False,False,False
2010-09-04,2010,September,4,Saturday,N/A,True,False,True,False,False,True
2010-09-05,2010,September,5,Sunday,N/A,True,False,True,False,False,True
2010-09-06,2010,September,6,Monday,N/A,False,False,False,False,False,False
2010-09-07,2010,September,7,Tuesday,N/A,False,False,False,False,False,False
2010-09-08,2010,September,8,Wednesday,N/A,False,False,False,False,False,False
2010-09-09,2010,September,9,Thursday,N/A,False,False,False,False,False,False
2010-09-10,2010,September,10,Friday,Id-Ul-Fitr (Ramazan Festival Day),True,True,True,False,False,False
2010-09-11,2010,September,11,Saturday,N/A,True,False,True,False,False,True
2010-09-12,2010,September,12,Sunday,N/A,True,False,True,False,False,True
2010-09-13,2010,September,13,Monday,N/A,False,False,False,False,False,False
2010-09-14,2010,September,14,Tuesday,N/A,False,False,False,False,False,False
2010-09-15,2010,September,15,Wednesday,N/A,False,False,False,False,False,False
2010-09-16,2010,September,16,Thursday,N/A,False,False,False,False,False,False
2010-09-17,2010,September,17,Friday,N/A,False,False,False,False,False,False
2010-09-18,2010,September,18,Saturday,N/A,True,False,True,False,False,True
2010-09-19,2010,September,19,Sunday,N/A,True,False,True,False,False,True
2010-09-20,2010,September,20,Monday,N/A,False,False,False,False,False,False
2010-09-21,2010,September,21,Tuesday,N/A,False,False,False,False,False,False
2010-09-22,2010,September,22,Wednesday,Binara Full Moon Poya Day,True,True,True,False,True,False
2010-09-23,2010,September,23,Thursday,N/A,False,False,False,False,False,False
2010-09-24,2010,September,24,Friday,N/A,False,False,False,False,False,False
2010-09-25,2010,September,25,Saturday,N/A,True,False,True,False,False,True
2010-09-26,2010,September,26,Sunday,N/A,True,False,True,False,False,True
2010-09-27,2010,September,27,Monday,N/A,False,False,False,False,False,False
2010-09-28,2010,September,28,Tuesday,N/A,False,False,False,False,False,False
2010-09-29,2010,September,29,Wednesday,N/A,False,False,False,False,False,False
2010-09-30,2010,September,30,Thursday,N/A,False,False,False,False,False,False
2010-10-01,2010,October,1,Friday,N/A,False,False,False,False,False,False
2010-10-02,2010,October,2,Saturday,N/A,True,False,True,False,False,True
2010-10-03,2010,October,3,Sunday,N/A,True,False,True,False,False,True
2010-10-04,2010,October,4,Monday,N/A,False,False,False,False,False,False
2010-10-05,2010,October,5,Tuesday,N/A,False,False,False,False,False,False
2010-10-06,2010,October,6,Wednesday,N/A,False,False,False,False,False,False
2010-10-07,2010,October,7,Thursday,N/A,False,False,False,False,False,False
2010-10-08,2010,October,8,Friday,N/A,False,False,False,False,False,False
2010-10-09,2010,October,9,Saturday,N/A,True,False,True,False,False,True
2010-10-10,2010,October,10,Sunday,N/A,True,False,True,False,False,True
2010-10-11,2010,October,11,Monday,N/A,False,False,False,False,False,False
2010-10-12,2010,October,12,Tuesday,N/A,False,False,False,False,False,False
2010-10-13,2010,October,13,Wednesday,N/A,False,False,False,False,False,False
2010-10-14,2010,October,14,Thursday,N/A,False,False,False,False,False,False
2010-10-15,2010,October,15,Friday,N/A,False,False,False,False,False,False
2010-10-16,2010,October,16,Saturday,N/A,True,False,True,False,False,True
2010-10-17,2010,October,17,Sunday,N/A,True,False,True,False,False,True
2010-10-18,2010,October,18,Monday,N/A,False,False,False,False,False,False
2010-10-19,2010,October,19,Tuesday,N/A,False,False,False,False,False,False
2010-10-20,2010,October,20,Wednesday,N/A,False,False,False,False,False,False
2010-10-21,2010,October,21,Thursday,N/A,False,False,False,False,False,False
2010-10-22,2010,October,22,Friday,Vap Full Moon Poya Day,True,True,True,False,True,False
2010-10-23,2010,October,23,Saturday,N/A,True,False,True,False,False,True
2010-10-24,2010,October,24,Sunday,N/A,True,False,True,False,False,True
2010-10-25,2010,October,25,Monday,N/A,False,False,False,False,False,False
2010-10-26,2010,October,26,Tuesday,N/A,False,False,False,False,False,False
2010-10-27,2010,October,27,Wednesday,N/A,False,False,False,False,False,False
2010-10-28,2010,October,28,Thursday,N/A,False,False,False,False,False,False
2010-10-29,2010,October,29,Friday,N/A,False,False,False,False,False,False
2010-10-30,2010,October,30,Saturday,N/A,True,False,True,False,False,True
2010-10-31,2010,October,31,Sunday,N/A,True,False,True,False,False,True
2010-11-01,2010,November,1,Monday,N/A,False,False,False,False,False,False
2010-11-02,2010,November,2,Tuesday,N/A,False,False,False,False,False,False
2010-11-03,2010,November,3,Wednesday,N/A,False,False,False,False,False,False
2010-11-04,2010,November,4,Thursday,N/A,False,False,False,False,False,False
2010-11-05,2010,November,5,Friday,Deepavali Festival Day,True,True,True,False,False,False
2010-11-06,2010,November,6,Saturday,N/A,True,False,True,False,False,True
2010-11-07,2010,November,7,Sunday,N/A,True,False,True,False,False,True
2010-11-08,2010,November,8,Monday,N/A,False,False,False,False,False,False
2010-11-09,2010,November,9,Tuesday,N/A,False,False,False,False,False,False
2010-11-10,2010,November,10,Wednesday,N/A,False,False,False,False,False,False
2010-11-11,2010,November,11,Thursday,N/A,False,False,False,False,False,False
2010-11-12,2010,November,12,Friday,N/A,False,False,False,False,False,False
2010-11-13,2010,November,13,Saturday,N/A,True,False,True,False,False,True
2010-11-14,2010,November,14,Sunday,N/A,True,False,True,False,False,True
2010-11-15,2010,November,15,Monday,N/A,False,False,False,False,False,False
2010-11-16,2010,November,16,Tuesday,N/A,False,False,False,False,False,False
2010-11-17,2010,November,17,Wednesday,Id-Ul-Alha (Hadji Festival Day),True,True,True,False,False,False
2010-11-18,2010,November,18,Thursday,N/A,False,False,False,False,False,False
2010-11-19,2010,November,19,Friday,N/A,False,False,False,False,False,False
2010-11-20,2010,November,20,Saturday,N/A,True,False,True,False,False,True
2010-11-21,2010,November,21,Sunday,Il Full Moon Poya Day,True,True,True,False,True,True
2010-11-22,2010,November,22,Monday,N/A,False,False,False,False,False,False
2010-11-23,2010,November,23,Tuesday,N/A,False,False,False,False,False,False
2010-11-24,2010,November,24,Wednesday,N/A,False,False,False,False,False,False
2010-11-25,2010,November,25,Thursday,N/A,False,False,False,False,False,False
2010-11-26,2010,November,26,Friday,N/A,False,False,False,False,False,False
2010-11-27,2010,November,27,Saturday,N/A,True,False,True,False,False,True
2010-11-28,2010,November,28,Sunday,N/A,True,False,True,False,False,True
2010-11-29,2010,November,29,Monday,N/A,False,False,False,False,False,False
2010-11-30,2010,November,30,Tuesday,N/A,False,False,False,False,False,False
2010-12-01,2010,December,1,Wednesday,N/A,False,False,False,False,False,False
2010-12-02,2010,December,2,Thursday,N/A,False,False,False,False,False,False
2010-12-03,2010,December,3,Friday,N/A,False,False,False,False,False,False
2010-12-04,2010,December,4,Saturday,N/A,True,False,True,False,False,True
2010-12-05,2010,December,5,Sunday,N/A,True,False,True,False,False,True
2010-12-06,2010,December,6,Monday,N/A,False,False,False,False,False,False
2010-12-07,2010,December,7,Tuesday,N/A,False,False,False,False,False,False
2010-12-08,2010,December,8,Wednesday,N/A,False,False,False,False,False,False
2010-12-09,2010,December,9,Thursday,N/A,False,False,False,False,False,False
2010-12-10,2010,December,10,Friday,N/A,False,False,False,False,False,False
2010-12-11,2010,December,11,Saturday,N/A,True,False,True,False,False,True
2010-12-12,2010,December,12,Sunday,N/A,True,False,True,False,False,True
2010-12-13,2010,December,13,Monday,N/A,False,False,False,False,False,False
2010-12-14,2010,December,14,Tuesday,N/A,False,False,False,False,False,False
2010-12-15,2010,December,15,Wednesday,N/A,False,False,False,False,False,False
2010-12-16,2010,December,16,Thursday,N/A,False,False,False,False,False,False
2010-12-17,2010,December,17,Friday,N/A,False,False,False,False,False,False
2010-12-18,2010,December,18,Saturday,N/A,True,False,True,False,False,True
2010-12-19,2010,December,19,Sunday,N/A,True,False,True,False,False,True
2010-12-20,2010,December,20,Monday,Unduvap Full Moon Poya Day,True,True,True,False,True,False
2010-12-21,2010,December,21,Tuesday,N/A,False,False,False,False,False,False
2010-12-22,2010,December,22,Wednesday,N/A,False,False,False,False,False,False
2010-12-23,2010,December,23,Thursday,N/A,False,False,False,False,False,False
2010-12-24,2010,December,24,Friday,N/A,False,False,False,False,False,False
2010-12-25,2010,December,25,Saturday,Christmas Day,True,True,True,True,False,True
2010-12-26,2010,December,26,Sunday,N/A,True,False,True,False,False,True
2010-12-27,2010,December,27,Monday,N/A,False,False,False,False,False,False
2010-12-28,2010,December,28,Tuesday,N/A,False,False,False,False,False,False
2010-12-29,2010,December,29,Wednesday,N/A,False,False,False,False,False,False
2010-12-30,2010,December,30,Thursday,N/A,False,False,False,False,False,False
2010-12-31,2010,December,31,Friday,N/A,False,False,False,False,False,False
2011-01-01,2011,January,1,Saturday,N/A,True,False,True,False,False,True
2011-01-02,2011,January,2,Sunday,N/A,True,False,True,False,False,True
2011-01-03,2011,January,3,Monday,N/A,False,False,False,False,False,False
2011-01-04,2011,January,4,Tuesday,N/A,False,False,False,False,False,False
2011-01-05,2011,January,5,Wednesday,N/A,False,False,False,False,False,False
2011-01-06,2011,January,6,Thursday,N/A,False,False,False,False,False,False
2011-01-07,2011,January,7,Friday,N/A,False,False,False,False,False,False
2011-01-08,2011,January,8,Saturday,N/A,True,False,True,False,False,True
2011-01-09,2011,January,9,Sunday,N/A,True,False,True,False,False,True
2011-01-10,2011,January,10,Monday,N/A,False,False,False,False,False,False
2011-01-11,2011,January,11,Tuesday,N/A,False,False,False,False,False,False
2011-01-12,2011,January,12,Wednesday,N/A,False,False,False,False,False,False
2011-01-13,2011,January,13,Thursday,N/A,False,False,False,False,False,False
2011-01-14,2011,January,14,Friday,N/A,False,False,False,False,False,False
2011-01-15,2011,January,15,Saturday,Tamil Thai Pongal Day,True,True,True,True,False,True
2011-01-16,2011,January,16,Sunday,N/A,True,False,True,False,False,True
2011-01-17,2011,January,17,Monday,N/A,False,False,False,False,False,False
2011-01-18,2011,January,18,Tuesday,N/A,False,False,False,False,False,False
2011-01-19,2011,January,19,Wednesday,Duruthu Full Moon Poya Day,True,True,True,False,True,False
2011-01-20,2011,January,20,Thursday,N/A,False,False,False,False,False,False
2011-01-21,2011,January,21,Friday,N/A,False,False,False,False,False,False
2011-01-22,2011,January,22,Saturday,N/A,True,False,True,False,False,True
2011-01-23,2011,January,23,Sunday,N/A,True,False,True,False,False,True
2011-01-24,2011,January,24,Monday,N/A,False,False,False,False,False,False
2011-01-25,2011,January,25,Tuesday,N/A,False,False,False,False,False,False
2011-01-26,2011,January,26,Wednesday,N/A,False,False,False,False,False,False
2011-01-27,2011,January,27,Thursday,N/A,False,False,False,False,False,False
2011-01-28,2011,January,28,Friday,N/A,False,False,False,False,False,False
2011-01-29,2011,January,29,Saturday,N/A,True,False,True,False,False,True
2011-01-30,2011,January,30,Sunday,N/A,True,False,True,False,False,True
2011-01-31,2011,January,31,Monday,N/A,False,False,False,False,False,False
2011-02-01,2011,February,1,Tuesday,N/A,False,False,False,False,False,False
2011-02-02,2011,February,2,Wednesday,N/A,False,False,False,False,False,False
2011-02-03,2011,February,3,Thursday,N/A,False,False,False,False,False,False
2011-02-04,2011,February,4,Friday,Independence Day,True,True,True,True,False,False
2011-02-05,2011,February,5,Saturday,N/A,True,False,True,False,False,True
2011-02-06,2011,February,6,Sunday,N/A,True,False,True,False,False,True
2011-02-07,2011,February,7,Monday,N/A,False,False,False,False,False,False
2011-02-08,2011,February,8,Tuesday,N/A,False,False,False,False,False,False
2011-02-09,2011,February,9,Wednesday,N/A,False,False,False,False,False,False
2011-02-10,2011,February,10,Thursday,N/A,False,False,False,False,False,False
2011-02-11,2011,February,11,Friday,N/A,False,False,False,False,False,False
2011-02-12,2011,February,12,Saturday,N/A,True,False,True,False,False,True
2011-02-13,2011,February,13,Sunday,N/A,True,False,True,False,False,True
2011-02-14,2011,February,14,Monday,N/A,False,False,False,False,False,False
2011-02-15,2011,February,15,Tuesday,N/A,False,False,False,False,False,False
2011-02-16,2011,February,16,Wednesday,Milad-Un-Nabi (Holy Prophet's Birthday),True,True,True,True,False,False
2011-02-17,2011,February,17,Thursday,Navam Full Moon Poya Day,True,True,True,False,True,False
2011-02-18,2011,February,18,Friday,N/A,False,False,False,False,False,False
2011-02-19,2011,February,19,Saturday,N/A,True,False,True,False,False,True
2011-02-20,2011,February,20,Sunday,N/A,True,False,True,False,False,True
2011-02-21,2011,February,21,Monday,N/A,False,False,False,False,False,False
2011-02-22,2011,February,22,Tuesday,N/A,False,False,False,False,False,False
2011-02-23,2011,February,23,Wednesday,N/A,False,False,False,False,False,False
2011-02-24,2011,February,24,Thursday,N/A,False,False,False,False,False,False
2011-02-25,2011,February,25,Friday,N/A,False,False,False,False,False,False
2011-02-26,2011,February,26,Saturday,N/A,True,False,True,False,False,True
2011-02-27,2011,February,27,Sunday,N/A,True,False,True,False,False,True
2011-02-28,2011,February,28,Monday,N/A,False,False,False,False,False,False
2011-03-01,2011,March,1,Tuesday,N/A,False,False,False,False,False,False
2011-03-02,2011,March,2,Wednesday,Maha Sivarathri Day,True,True,True,False,False,False
2011-03-03,2011,March,3,Thursday,N/A,False,False,False,False,False,False
2011-03-04,2011,March,4,Friday,N/A,False,False,False,False,False,False
2011-03-05,2011,March,5,Saturday,N/A,True,False,True,False,False,True
2011-03-06,2011,March,6,Sunday,N/A,True,False,True,False,False,True
2011-03-07,2011,March,7,Monday,N/A,False,False,False,False,False,False
2011-03-08,2011,March,8,Tuesday,N/A,False,False,False,False,False,False
2011-03-09,2011,March,9,Wednesday,N/A,False,False,False,False,False,False
2011-03-10,2011,March,10,Thursday,N/A,False,False,False,False,False,False
2011-03-11,2011,March,11,Friday,N/A,False,False,False,False,False,False
2011-03-12,2011,March,12,Saturday,N/A,True,False,True,False,False,True
2011-03-13,2011,March,13,Sunday,N/A,True,False,True,False,False,True
2011-03-14,2011,March,14,Monday,N/A,False,False,False,False,False,False
2011-03-15,2011,March,15,Tuesday,N/A,False,False,False,False,False,False
2011-03-16,2011,March,16,Wednesday,N/A,False,False,False,False,False,False
2011-03-17,2011,March,17,Thursday,N/A,False,False,False,False,False,False
2011-03-18,2011,March,18,Friday,N/A,False,False,False,False,False,False
2011-03-19,2011,March,19,Saturday,Medin Full Moon Poya Day,True,True,True,False,True,True
2011-03-20,2011,March,20,Sunday,N/A,True,False,True,False,False,True
2011-03-21,2011,March,21,Monday,N/A,False,False,False,False,False,False
2011-03-22,2011,March,22,Tuesday,N/A,False,False,False,False,False,False
2011-03-23,2011,March,23,Wednesday,N/A,False,False,False,False,False,False
2011-03-24,2011,March,24,Thursday,N/A,False,False,False,False,False,False
2011-03-25,2011,March,25,Friday,N/A,False,False,False,False,False,False
2011-03-26,2011,March,26,Saturday,N/A,True,False,True,False,False,True
2011-03-27,2011,March,27,Sunday,N/A,True,False,True,False,False,True
2011-03-28,2011,March,28,Monday,N/A,False,False,False,False,False,False
2011-03-29,2011,March,29,Tuesday,N/A,False,False,False,False,False,False
2011-03-30,2011,March,30,Wednesday,N/A,False,False,False,False,False,False
2011-03-31,2011,March,31,Thursday,N/A,False,False,False,False,False,False
2011-04-01,2011,April,1,Friday,N/A,False,False,False,False,False,False
2011-04-02,2011,April,2,Saturday,N/A,True,False,True,False,False,True
2011-04-03,2011,April,3,Sunday,N/A,True,False,True,False,False,True
2011-04-04,2011,April,4,Monday,N/A,False,False,False,False,False,False
2011-04-05,2011,April,5,Tuesday,N/A,False,False,False,False,False,False
2011-04-06,2011,April,6,Wednesday,N/A,False,False,False,False,False,False
2011-04-07,2011,April,7,Thursday,N/A,False,False,False,False,False,False
2011-04-08,2011,April,8,Friday,N/A,False,False,False,False,False,False
2011-04-09,2011,April,9,Saturday,N/A,True,False,True,False,False,True
2011-04-10,2011,April,10,Sunday,N/A,True,False,True,False,False,True
2011-04-11,2011,April,11,Monday,N/A,False,False,False,False,False,False
2011-04-12,2011,April,12,Tuesday,N/A,False,False,False,False,False,False
2011-04-13,2011,April,13,Wednesday,Day prior to Sinhala and Tamil New Year Day,True,True,True,True,False,False
2011-04-14,2011,April,14,Thursday,Sinhala and Tamil New Year Day,True,True,True,True,False,False
2011-04-15,2011,April,15,Friday,N/A,False,False,False,False,False,False
2011-04-16,2011,April,16,Saturday,N/A,True,False,True,False,False,True
2011-04-17,2011,April,17,Sunday,Bak Full Moon Poya Day,True,True,True,False,True,True
2011-04-18,2011,April,18,Monday,N/A,False,False,False,False,False,False
2011-04-19,2011,April,19,Tuesday,N/A,False,False,False,False,False,False
2011-04-20,2011,April,20,Wednesday,N/A,False,False,False,False,False,False
2011-04-21,2011,April,21,Thursday,N/A,False,False,False,False,False,False
2011-04-22,2011,April,22,Friday,Good Friday,True,True,True,False,False,False
2011-04-23,2011,April,23,Saturday,N/A,True,False,True,False,False,True
2011-04-24,2011,April,24,Sunday,N/A,True,False,True,False,False,True
2011-04-25,2011,April,25,Monday,N/A,False,False,False,False,False,False
2011-04-26,2011,April,26,Tuesday,N/A,False,False,False,False,False,False
2011-04-27,2011,April,27,Wednesday,N/A,False,False,False,False,False,False
2011-04-28,2011,April,28,Thursday,N/A,False,False,False,False,False,False
2011-04-29,2011,April,29,Friday,N/A,False,False,False,False,False,False
2011-04-30,2011,April,30,Saturday,N/A,True,False,True,False,False,True
2011-05-01,2011,May,1,Sunday,May Day,True,True,True,True,False,True
2011-05-02,2011,May,2,Monday,Additional Bank Holiday,True,False,True,False,False,False
2011-05-03,2011,May,3,Tuesday,N/A,False,False,False,False,False,False
2011-05-04,2011,May,4,Wednesday,N/A,False,False,False,False,False,False
2011-05-05,2011,May,5,Thursday,N/A,False,False,False,False,False,False
2011-05-06,2011,May,6,Friday,N/A,False,False,False,False,False,False
2011-05-07,2011,May,7,Saturday,N/A,True,False,True,False,False,True
2011-05-08,2011,May,8,Sunday,N/A,True,False,True,False,False,True
2011-05-09,2011,May,9,Monday,N/A,False,False,False,False,False,False
2011-05-10,2011,May,10,Tuesday,N/A,False,False,False,False,False,False
2011-05-11,2011,May,11,Wednesday,N/A,False,False,False,False,False,False
2011-05-12,2011,May,12,Thursday,N/A,False,False,False,False,False,False
2011-05-13,2011,May,13,Friday,N/A,False,False,False,False,False,False
2011-05-14,2011,May,14,Saturday,N/A,True,False,True,False,False,True
2011-05-15,2011,May,15,Sunday,N/A,True,False,True,False,False,True
2011-05-16,2011,May,16,Monday,N/A,False,False,False,False,False,False
2011-05-17,2011,May,17,Tuesday,Vesak Full Moon Poya Day,True,True,True,False,True,False
2011-05-18,2011,May,18,Wednesday,Day following Vesak Full Moon Poya Day,True,True,True,True,True,False
2011-05-19,2011,May,19,Thursday,N/A,False,False,False,False,False,False
2011-05-20,2011,May,20,Friday,N/A,False,False,False,False,False,False
2011-05-21,2011,May,21,Saturday,N/A,True,False,True,False,False,True
2011-05-22,2011,May,22,Sunday,N/A,True,False,True,False,False,True
2011-05-23,2011,May,23,Monday,N/A,False,False,False,False,False,False
2011-05-24,2011,May,24,Tuesday,N/A,False,False,False,False,False,False
2011-05-25,2011,May,25,Wednesday,N/A,False,False,False,False,False,False
2011-05-26,2011,May,26,Thursday,N/A,False,False,False,False,False,False
2011-05-27,2011,May,27,Friday,N/A,False,False,False,False,False,False
2011-05-28,2011,May,28,Saturday,N/A,True,False,True,False,False,True
2011-05-29,2011,May,29,Sunday,N/A,True,False,True,False,False,True
2011-05-30,2011,May,30,Monday,N/A,False,False,False,False,False,False
2011-05-31,2011,May,31,Tuesday,N/A,False,False,False,False,False,False
2011-06-01,2011,June,1,Wednesday,N/A,False,False,False,False,False,False
2011-06-02,2011,June,2,Thursday,N/A,False,False,False,False,False,False
2011-06-03,2011,June,3,Friday,N/A,False,False,False,False,False,False
2011-06-04,2011,June,4,Saturday,N/A,True,False,True,False,False,True
2011-06-05,2011,June,5,Sunday,N/A,True,False,True,False,False,True
2011-06-06,2011,June,6,Monday,N/A,False,False,False,False,False,False
2011-06-07,2011,June,7,Tuesday,N/A,False,False,False,False,False,False
2011-06-08,2011,June,8,Wednesday,N/A,False,False,False,False,False,False
2011-06-09,2011,June,9,Thursday,N/A,False,False,False,False,False,False
2011-06-10,2011,June,10,Friday,N/A,False,False,False,False,False,False
2011-06-11,2011,June,11,Saturday,N/A,True,False,True,False,False,True
2011-06-12,2011,June,12,Sunday,N/A,True,False,True,False,False,True
2011-06-13,2011,June,13,Monday,N/A,False,False,False,False,False,False
2011-06-14,2011,June,14,Tuesday,N/A,False,False,False,False,False,False
2011-06-15,2011,June,15,Wednesday,Poson Full Moon Poya Day,True,True,True,False,True,False
2011-06-16,2011,June,16,Thursday,N/A,False,False,False,False,False,False
2011-06-17,2011,June,17,Friday,N/A,False,False,False,False,False,False
2011-06-18,2011,June,18,Saturday,N/A,True,False,True,False,False,True
2011-06-19,2011,June,19,Sunday,N/A,True,False,True,False,False,True
2011-06-20,2011,June,20,Monday,N/A,False,False,False,False,False,False
2011-06-21,2011,June,21,Tuesday,N/A,False,False,False,False,False,False
2011-06-22,2011,June,22,Wednesday,N/A,False,False,False,False,False,False
2011-06-23,2011,June,23,Thursday,N/A,False,False,False,False,False,False
2011-06-24,2011,June,24,Friday,N/A,False,False,False,False,False,False
2011-06-25,2011,June,25,Saturday,N/A,True,False,True,False,False,True
2011-06-26,2011,June,26,Sunday,N/A,True,False,True,False,False,True
2011-06-27,2011,June,27,Monday,N/A,False,False,False,False,False,False
2011-06-28,2011,June,28,Tuesday,N/A,False,False,False,False,False,False
2011-06-29,2011,June,29,Wednesday,N/A,False,False,False,False,False,False
2011-06-30,2011,June,30,Thursday,N/A,False,False,False,False,False,False
2011-07-01,2011,July,1,Friday,N/A,False,False,False,False,False,False
2011-07-02,2011,July,2,Saturday,N/A,True,False,True,False,False,True
2011-07-03,2011,July,3,Sunday,N/A,True,False,True,False,False,True
2011-07-04,2011,July,4,Monday,N/A,False,False,False,False,False,False
2011-07-05,2011,July,5,Tuesday,N/A,False,False,False,False,False,False
2011-07-06,2011,July,6,Wednesday,N/A,False,False,False,False,False,False
2011-07-07,2011,July,7,Thursday,N/A,False,False,False,False,False,False
2011-07-08,2011,July,8,Friday,N/A,False,False,False,False,False,False
2011-07-09,2011,July,9,Saturday,N/A,True,False,True,False,False,True
2011-07-10,2011,July,10,Sunday,N/A,True,False,True,False,False,True
2011-07-11,2011,July,11,Monday,N/A,False,False,False,False,False,False
2011-07-12,2011,July,12,Tuesday,N/A,False,False,False,False,False,False
2011-07-13,2011,July,13,Wednesday,N/A,False,False,False,False,False,False
2011-07-14,2011,July,14,Thursday,Esala Full Moon Poya Day,True,True,True,False,True,False
2011-07-15,2011,July,15,Friday,N/A,False,False,False,False,False,False
2011-07-16,2011,July,16,Saturday,N/A,True,False,True,False,False,True
2011-07-17,2011,July,17,Sunday,N/A,True,False,True,False,False,True
2011-07-18,2011,July,18,Monday,N/A,False,False,False,False,False,False
2011-07-19,2011,July,19,Tuesday,N/A,False,False,False,False,False,False
2011-07-20,2011,July,20,Wednesday,N/A,False,False,False,False,False,False
2011-07-21,2011,July,21,Thursday,N/A,False,False,False,False,False,False
2011-07-22,2011,July,22,Friday,N/A,False,False,False,False,False,False
2011-07-23,2011,July,23,Saturday,N/A,True,False,True,False,False,True
2011-07-24,2011,July,24,Sunday,N/A,True,False,True,False,False,True
2011-07-25,2011,July,25,Monday,N/A,False,False,False,False,False,False
2011-07-26,2011,July,26,Tuesday,N/A,False,False,False,False,False,False
2011-07-27,2011,July,27,Wednesday,N/A,False,False,False,False,False,False
2011-07-28,2011,July,28,Thursday,N/A,False,False,False,False,False,False
2011-07-29,2011,July,29,Friday,N/A,False,False,False,False,False,False
2011-07-30,2011,July,30,Saturday,N/A,True,False,True,False,False,True
2011-07-31,2011,July,31,Sunday,N/A,True,False,True,False,False,True
2011-08-01,2011,August,1,Monday,N/A,False,False,False,False,False,False
2011-08-02,2011,August,2,Tuesday,N/A,False,False,False,False,False,False
2011-08-03,2011,August,3,Wednesday,N/A,False,False,False,False,False,False
2011-08-04,2011,August,4,Thursday,N/A,False,False,False,False,False,False
2011-08-05,2011,August,5,Friday,N/A,False,False,False,False,False,False
2011-08-06,2011,August,6,Saturday,N/A,True,False,True,False,False,True
2011-08-07,2011,August,7,Sunday,N/A,True,False,True,False,False,True
2011-08-08,2011,August,8,Monday,N/A,False,False,False,False,False,False
2011-08-09,2011,August,9,Tuesday,N/A,False,False,False,False,False,False
2011-08-10,2011,August,10,Wednesday,N/A,False,False,False,False,False,False
2011-08-11,2011,August,11,Thursday,N/A,False,False,False,False,False,False
2011-08-12,2011,August,12,Friday,N/A,False,False,False,False,False,False
2011-08-13,2011,August,13,Saturday,Nikini Full Moon Poya Day,True,True,True,False,True,True
2011-08-14,2011,August,14,Sunday,N/A,True,False,True,False,False,True
2011-08-15,2011,August,15,Monday,N/A,False,False,False,False,False,False
2011-08-16,2011,August,16,Tuesday,N/A,False,False,False,False,False,False
2011-08-17,2011,August,17,Wednesday,N/A,False,False,False,False,False,False
2011-08-18,2011,August,18,Thursday,N/A,False,False,False,False,False,False
2011-08-19,2011,August,19,Friday,N/A,False,False,False,False,False,False
2011-08-20,2011,August,20,Saturday,N/A,True,False,True,False,False,True
2011-08-21,2011,August,21,Sunday,N/A,True,False,True,False,False,True
2011-08-22,2011,August,22,Monday,N/A,False,False,False,False,False,False
2011-08-23,2011,August,23,Tuesday,N/A,False,False,False,False,False,False
2011-08-24,2011,August,24,Wednesday,N/A,False,False,False,False,False,False
2011-08-25,2011,August,25,Thursday,N/A,False,False,False,False,False,False
2011-08-26,2011,August,26,Friday,N/A,False,False,False,False,False,False
2011-08-27,2011,August,27,Saturday,N/A,True,False,True,False,False,True
2011-08-28,2011,August,28,Sunday,N/A,True,False,True,False,False,True
2011-08-29,2011,August,29,Monday,N/A,False,False,False,False,False,False
2011-08-30,2011,August,30,Tuesday,N/A,False,False,False,False,False,False
2011-08-31,2011,August,31,Wednesday,Id-Ul-Fitr (Ramazan Festival Day),True,True,True,False,False,False
2011-09-01,2011,September,1,Thursday,N/A,False,False,False,False,False,False
2011-09-02,2011,September,2,Friday,N/A,False,False,False,False,False,False
2011-09-03,2011,September,3,Saturday,N/A,True,False,True,False,False,True
2011-09-04,2011,September,4,Sunday,N/A,True,False,True,False,False,True
